From	Entry	Entry Name	Protein names	Gene Names	Reviewed
11315	Q99497	PARK7_HUMAN	Parkinson disease protein 7 (Maillard deglycase) (Oncogene DJ1) (Parkinsonism-associated deglycase) (Protein DJ-1) (DJ-1) (Protein/nucleic acid deglycase DJ-1) (EC 3.1.2.-, EC 3.5.1.-, EC 3.5.1.124)	PARK7	reviewed
11315	V9HWC2	V9HWC2_HUMAN	protein deglycase (EC 3.5.1.124) (Maillard deglycase) (Parkinsonism-associated deglycase) (Protein DJ-1) (Protein/nucleic acid deglycase DJ-1)	HEL-S-67p	unreviewed
54206	Q9UJM3	ERRFI_HUMAN	ERBB receptor feedback inhibitor 1 (Mitogen-inducible gene 6 protein) (MIG-6)	ERRFI1 MIG6	reviewed
54206	B3KTV8	B3KTV8_HUMAN	cDNA FLJ38830 fis, clone MESAN1000080, highly similar to ERBB receptor feedback inhibitor 1		unreviewed
54206	I6S2Y9	I6S2Y9_HUMAN	ERBB receptor feedback inhibitor 1	ERRFI1	unreviewed
50651	Q9Y2W3	S45A1_HUMAN	Proton-associated sugar transporter A (PAST-A) (Deleted in neuroblastoma 5 protein) (DNb-5) (Solute carrier family 45 member 1)	SLC45A1 DNB5	reviewed
473	Q9P2R6	RERE_HUMAN	Arginine-glutamic acid dipeptide repeats protein (Atrophin-1-like protein) (Atrophin-1-related protein)	RERE ARG ARP ATN1L KIAA0458	reviewed
2023	P06733	ENOA_HUMAN	Alpha-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (C-myc promoter-binding protein) (Enolase 1) (MBP-1) (MPB-1) (Non-neural enolase) (NNE) (Phosphopyruvate hydratase) (Plasminogen-binding protein)	ENO1 ENO1L1 MBPB1 MPB1	reviewed
2023	A0A024R4F1	A0A024R4F1_HUMAN	phosphopyruvate hydratase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase)	HEL-S-17	unreviewed
2023	A0A2R8Y6G6	A0A2R8Y6G6_HUMAN	phosphopyruvate hydratase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase)	ENO1	unreviewed
765	P23280	CAH6_HUMAN	Carbonic anhydrase 6 (EC 4.2.1.1) (Carbonate dehydratase VI) (Carbonic anhydrase VI) (CA-VI) (Salivary carbonic anhydrase) (Secreted carbonic anhydrase)	CA6	reviewed
765	B4DUH8	B4DUH8_HUMAN	Carbonic anhydrase (EC 4.2.1.1)		unreviewed
155184	Q6PXP3	GTR7_HUMAN	Solute carrier family 2, facilitated glucose transporter member 7 (Glucose transporter type 7) (GLUT-7) (hGLUT7)	SLC2A7 GLUT7	reviewed
6518	P22732	GTR5_HUMAN	Solute carrier family 2, facilitated glucose transporter member 5 (Fructose transporter) (Glucose transporter type 5, small intestine) (GLUT-5)	SLC2A5 GLUT5	reviewed
6518	A0A140VJK5	A0A140VJK5_HUMAN	Solute carrier family 2, facilitated glucose transporter member 5 (Fructose transporter) (Glucose transporter type 5, small intestine)		unreviewed
6518	B4DG19	B4DG19_HUMAN	Solute carrier family 2, facilitated glucose transporter member 5 (Fructose transporter) (Glucose transporter type 5, small intestine)		unreviewed
6518	B4DT82	B4DT82_HUMAN	Solute carrier family 2, facilitated glucose transporter member 5 (Fructose transporter) (Glucose transporter type 5, small intestine)		unreviewed
80045	Q5UAW9	GP157_HUMAN	G-protein coupled receptor 157	GPR157	reviewed
9563	O95479	G6PE_HUMAN	GDH/6PGL endoplasmic bifunctional protein [Includes: Hexose-6-phosphate dehydrogenase (Glucose 1-dehydrogenase) (GDH) (EC 1.1.1.47) (Glucose-6-phosphate dehydrogenase) (EC 1.1.1.363); 6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)]	H6PD GDH	reviewed
80176	Q96BD6	SPSB1_HUMAN	SPRY domain-containing SOCS box protein 1 (SSB-1)	SPSB1 SSB1	reviewed
84275	Q9BSK2	S2533_HUMAN	Solute carrier family 25 member 33 (Bone marrow stromal cell mitochondrial carrier protein) (BMSC-MCP) (HuBMSC-MCP) (Protein PNC1)	SLC25A33	reviewed
199953	Q5SNT2	TM201_HUMAN	Transmembrane protein 201 (Spindle-associated membrane protein 1)	TMEM201 NET5 SAMP1	reviewed
5293	O00329	PK3CD_HUMAN	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform (PI3-kinase subunit delta) (PI3K-delta) (PI3Kdelta) (PtdIns-3-kinase subunit delta) (EC 2.7.1.137) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit delta) (PtdIns-3-kinase subunit p110-delta) (p110delta)	PIK3CD	reviewed
5293	A0A2K8FKV1	A0A2K8FKV1_HUMAN	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform (EC 2.7.1.137) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit delta)	PIK3CD	unreviewed
5293	A0A8V8TM62	A0A8V8TM62_HUMAN	phosphatidylinositol-4,5-bisphosphate 3-kinase (EC 2.7.1.153)	PIK3CD	unreviewed
5293	A7E2E0	A7E2E0_HUMAN	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform (EC 2.7.1.137) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit delta)	PIK3CD	unreviewed
5293	B7ZM44	B7ZM44_HUMAN	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform (EC 2.7.1.137) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit delta)	PIK3CD	unreviewed
22883	O94985	CSTN1_HUMAN	Calsyntenin-1 (Alcadein-alpha) (Alc-alpha) (Alzheimer-related cadherin-like protein) (Non-classical cadherin XB31alpha) [Cleaved into: Soluble Alc-alpha (SAlc-alpha); CTF1-alpha (C-terminal fragment 1-alpha)]	CLSTN1 CS1 KIAA0911	reviewed
22883	B4E3Q1	B4E3Q1_HUMAN	Calsyntenin-1		unreviewed
56998	Q9NSA3	CNBP1_HUMAN	Beta-catenin-interacting protein 1 (Inhibitor of beta-catenin and Tcf-4)	CTNNBIP1 ICAT	reviewed
84328	Q8WZA0	LZIC_HUMAN	Protein LZIC (Leucine zipper and CTNNBIP1 domain-containing protein) (Leucine zipper and ICAT homologous domain-containing protein)	LZIC	reviewed
64802	Q9HAN9	NMNA1_HUMAN	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1 (NMN/NaMN adenylyltransferase 1) (EC 2.7.7.1) (EC 2.7.7.18) (Nicotinamide-nucleotide adenylyltransferase 1) (NMN adenylyltransferase 1) (Nicotinate-nucleotide adenylyltransferase 1) (NaMN adenylyltransferase 1)	NMNAT1 NMNAT	reviewed
64802	B1AN62	B1AN62_HUMAN	Nicotinamide nucleotide adenylyltransferase 1	NMNAT1	unreviewed
116362	Q96R05	RET7_HUMAN	Retinoid-binding protein 7 (Cellular retinoic acid-binding protein 4) (CRABP4) (CRBP4) (Cellular retinoic acid-binding protein IV) (CRABP-IV)	RBP7	reviewed
10277	O95155	UBE4B_HUMAN	Ubiquitin conjugation factor E4 B (EC 2.3.2.27) (Homozygously deleted in neuroblastoma 1) (RING-type E3 ubiquitin transferase E4 B) (Ubiquitin fusion degradation protein 2)	UBE4B HDNB1 KIAA0684 UFD2	reviewed
23095	O60333	KIF1B_HUMAN	Kinesin-like protein KIF1B (Klp) (EC 5.6.1.3)	KIF1B KIAA0591 KIAA1448	reviewed
5226	P52209	6PGD_HUMAN	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	PGD PGDH	reviewed
5226	B4E2U0	B4E2U0_HUMAN	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)		unreviewed
1325	O00230	CORT_HUMAN	Cortistatin [Cleaved into: Cortistatin-29; Cortistatin-17]	CORT UNQ307/PRO350	reviewed
1325	Q8IUV6	Q8IUV6_HUMAN	CORT protein	CORT	unreviewed
1676	O00273	DFFA_HUMAN	DNA fragmentation factor subunit alpha (DNA fragmentation factor 45 kDa subunit) (DFF-45) (Inhibitor of CAD) (ICAD)	DFFA DFF1 DFF45 H13	reviewed
5195	O75381	PEX14_HUMAN	Peroxisomal membrane protein PEX14 (PTS1 receptor-docking protein) (Peroxin-14) (Peroxisomal membrane anchor protein PEX14)	PEX14	reviewed
54897	Q86V15	CASZ1_HUMAN	Zinc finger protein castor homolog 1 (Castor-related protein) (Putative survival-related protein) (Zinc finger protein 693)	CASZ1 CST SRG ZNF693	reviewed
54897	B3KRV8	B3KRV8_HUMAN	cDNA FLJ34970 fis, clone NTONG2005363, highly similar to Castor homolog 1 zinc finger protein		unreviewed
148345	Q8N9H9	CIROZ_HUMAN	Ciliated left-right organizer ZP-N domains-containing protein (Ciliated left-right organizer protein containing ZP-N domains)	CIROZ C1orf127	reviewed
23435	Q13148	TADBP_HUMAN	TAR DNA-binding protein 43 (TDP-43)	TARDBP TDP43	reviewed
23435	Q9H256	Q9H256_HUMAN	TAR DNA binding protein, isoform CRA_c	TARDBP hCG_2005583	unreviewed
10747	O00187	MASP2_HUMAN	Mannan-binding lectin serine protease 2 (EC 3.4.21.104) (MBL-associated serine protease 2) (Mannose-binding protein-associated serine protease 2) (MASP-2) [Cleaved into: Mannan-binding lectin serine protease 2 A chain; Mannan-binding lectin serine protease 2 B chain]	MASP2	reviewed
10747	A0A8V8TPN9	A0A8V8TPN9_HUMAN	MBL associated serine protease 2	MASP2	unreviewed
10747	A0A8V8TQY3	A0A8V8TQY3_HUMAN	MBL associated serine protease 2	MASP2	unreviewed
6723	P19623	SPEE_HUMAN	Spermidine synthase (SPDSY) (EC 2.5.1.16) (Putrescine aminopropyltransferase)	SRM SPS1 SRML1	reviewed
5394	Q01780	EXOSX_HUMAN	Exosome complex component 10 (EC 3.1.13.-) (Autoantigen PM/Scl 2) (P100 polymyositis-scleroderma overlap syndrome-associated autoantigen) (Polymyositis/scleroderma autoantigen 100 kDa) (PM/Scl-100) (Polymyositis/scleroderma autoantigen 2)	EXOSC10 PMSCL PMSCL2 RRP6	reviewed
2475	P42345	MTOR_HUMAN	Serine/threonine-protein kinase mTOR (EC 2.7.11.1) (FK506-binding protein 12-rapamycin complex-associated protein 1) (FKBP12-rapamycin complex-associated protein) (Mammalian target of rapamycin) (mTOR) (Mechanistic target of rapamycin) (Rapamycin and FKBP12 target 1) (Rapamycin target protein 1) (Tyrosine-protein kinase mTOR) (EC 2.7.10.2)	MTOR FRAP FRAP1 FRAP2 RAFT1 RAPT1	reviewed
2475	A0A8V8TQ52	A0A8V8TQ52_HUMAN	Serine/threonine-protein kinase mTOR (EC 2.7.11.1)	MTOR	unreviewed
10218	O43827	ANGL7_HUMAN	Angiopoietin-related protein 7 (Angiopoietin-like factor) (Angiopoietin-like protein 7) (Cornea-derived transcript 6 protein)	ANGPTL7 CDT6 UNQ313/PRO356	reviewed
29914	Q9Y5Z9	UBIA1_HUMAN	UbiA prenyltransferase domain-containing protein 1 (EC 2.5.1.-) (EC 2.5.1.39) (Transitional epithelial response protein 1)	UBIAD1 TERE1	reviewed
57540	Q9P2K9	DISP3_HUMAN	Protein dispatched homolog 3 (Patched domain-containing protein 2)	DISP3 KIAA1337 PTCHD2	reviewed
26232	Q9UK22	FBX2_HUMAN	F-box only protein 2	FBXO2 FBX2	reviewed
93611	Q9H4M3	FBX44_HUMAN	F-box only protein 44 (F-box protein FBX30) (F-box/G-domain protein 3)	FBXO44 FBG3 FBX30 FBX44 FBX6A FBXO6A	reviewed
93611	B7Z1P2	B7Z1P2_HUMAN	F-box protein 44	FBXO44	unreviewed
26270	Q9NRD1	FBX6_HUMAN	F-box only protein 6 (F-box protein that recognizes sugar chains 2) (F-box/G-domain protein 2)	FBXO6 FBG2 FBS2 FBX6	reviewed
10459	Q9UI95	MD2L2_HUMAN	Mitotic spindle assembly checkpoint protein MAD2B (Mitotic arrest deficient 2-like protein 2) (MAD2-like protein 2) (REV7 homolog) (hREV7)	MAD2L2 MAD2B REV7	reviewed
374946	Q8NBI3	DRAXI_HUMAN	Draxin (Dorsal inhibitory axon guidance protein) (Dorsal repulsive axon guidance protein) (Neucrin)	DRAXIN C1orf187 PSEC0258 UNQ3119/PRO10268	reviewed
284498	Q5SNV9	CA167_HUMAN	Uncharacterized protein C1orf167	C1orf167	reviewed
284498	A2VCK6	A2VCK6_HUMAN	C1orf167 protein	C1orf167	unreviewed
4524	P42898	MTHR_HUMAN	Methylenetetrahydrofolate reductase (NADPH) (EC 1.5.1.53)	MTHFR	reviewed
4524	A0A286YFD0	A0A286YFD0_HUMAN	Methylenetetrahydrofolate reductase (EC 1.5.1.53)	MTHFR	unreviewed
4524	Q59GJ6	Q59GJ6_HUMAN	Methylenetetrahydrofolate reductase (EC 1.5.1.53)		unreviewed
4524	Q5SNW7	Q5SNW7_HUMAN	Methylenetetrahydrofolate reductase (EC 1.5.1.53)	MTHFR	unreviewed
4524	Q8IU67	Q8IU67_HUMAN	Methylenetetrahydrofolate reductase short isoform		unreviewed
1185	P51797	CLCN6_HUMAN	H(+)/Cl(-) exchange transporter 6 (Chloride channel protein 6) (ClC-6) (Chloride transport protein 6)	CLCN6 KIAA0046	reviewed
4878	P01160	ANF_HUMAN	Natriuretic peptides A (Atrial natriuretic factor prohormone) (proANF) (Atrial natriuretic peptide prohormone) (preproANP) (proANP) (Atriopeptigen) (Cardiodilatin) (CDD) (preproCDD-ANF) [Cleaved into: Long-acting natriuretic peptide (LANP) (Long-acting natriuretic hormone) (LANH) (Pro atrial natriuretic factor 1-30) (proANF 1-30) (Pro atrial natriuretic peptide 1-30) (proANP 1-30); Vessel dilator (VSDL) (Pro atrial natriuretic factor 31-67) (proANF 31-67) (Pro atrial natriuretic peptide 31-67) (proANP 31-67); Kaliuretic peptide (KP) (Pro atrial natriuretic factor 79-98) (proANF 79-98) (Pro atrial natriuretic peptide 79-98) (proANP 79-98); Urodilatin (URO) (CDD 95-126) (CDD-ANP (95-126)) (Pro atrial natriuretic peptide 95-126) (proANP 95-126); Auriculin-C (Atrial natriuretic factor 1-33) (ANF 1-33); Auriculin-D (Atrial natriuretic factor 3-33) (ANF 3-33); Atrial natriuretic peptide (ANP) (Alpha-atrial natriuretic peptide) (Alpha-hANP) (Atrial natriuretic factor) (ANF) (CDD-ANF) (CDD-ANP (99-126)) (Cardionatrin) (Pro atrial natriuretic factor 99-126) (proANF 99-126); Auriculin-B (Atrial natriuretic factor 8-33) (ANF 8-33); Auriculin-A; Atriopeptin-1 (Atriopeptin I); Atriopeptin-2 (Atriopeptin II); Atriopeptin-3 (Atriopeptin III)]	NPPA ANP PND	reviewed
4879	P16860	ANFB_HUMAN	Natriuretic peptides B (Brain natriuretic factor prohormone) (preproBNP) (proBNP) (Gamma-brain natriuretic peptide) (Iso-ANP) [Cleaved into: NT-proBNP (NT-pro-BNP) (NT-proBNP(1-76)); proBNP(3-108); Brain natriuretic peptide 32 (BNP(1-32)) (BNP-32) (Brain natriuretic peptide) (BNP); BNP(1-30); BNP(1-29); BNP(1-28); BNP(2-31); BNP(3-32) (des-SerPro-BNP) (proBNP(79-108)); BNP(3-30); BNP(3-29); Brain natriuretic peptide 29 (BNP(4-32)); BNP(4-31); BNP(4-30); BNP(4-29); BNP(4-27); BNP(5-32); BNP(5-31); BNP(5-29)]	NPPB	reviewed
5351	Q02809	PLOD1_HUMAN	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 (EC 1.14.11.4) (Lysyl hydroxylase 1) (LH1)	PLOD1 LLH PLOD	reviewed
9927	O95140	MFN2_HUMAN	Mitofusin-2 (EC 3.6.5.-) (Transmembrane GTPase MFN2)	MFN2 CPRP1 KIAA0214	reviewed
60672	Q5JXC2	MIIP_HUMAN	Migration and invasion-inhibitory protein (IGFBP2-binding protein) (Invasion-inhibitory protein 45) (IIp45)	MIIP IIP45	reviewed
943	P28908	TNR8_HUMAN	Tumor necrosis factor receptor superfamily member 8 (CD30L receptor) (Ki-1 antigen) (Lymphocyte activation antigen CD30) (CD antigen CD30)	TNFRSF8 CD30 D1S166E	reviewed
943	A5D8T4	A5D8T4_HUMAN	TNFRSF8 protein	TNFRSF8	unreviewed
7133	P20333	TNR1B_HUMAN	Tumor necrosis factor receptor superfamily member 1B (Tumor necrosis factor receptor 2) (TNF-R2) (Tumor necrosis factor receptor type II) (TNF-RII) (TNFR-II) (p75) (p80 TNF-alpha receptor) (CD antigen CD120b) (Etanercept) [Cleaved into: Tumor necrosis factor receptor superfamily member 1b, membrane form; Tumor necrosis factor-binding protein 2 (TBP-2) (TBPII)]	TNFRSF1B TNFBR TNFR2	reviewed
55187	Q5THJ4	VP13D_HUMAN	Intermembrane lipid transfer protein VPS13D (Vacuolar protein sorting-associated protein 13D)	VPS13D KIAA0453	reviewed
9249	O75911	DHRS3_HUMAN	Short-chain dehydrogenase/reductase 3 (EC 1.1.1.300) (DD83.1) (Retinal short-chain dehydrogenase/reductase 1) (retSDR1) (Retinol dehydrogenase 17) (Short chain dehydrogenase/reductase family 16C member 1)	DHRS3 RDH17 SDR16C1 UNQ2424/PRO4983	reviewed
9249	A0AAQ5BI35	A0AAQ5BI35_HUMAN	Short-chain dehydrogenase/reductase 3 (EC 1.1.1.300) (Retinal short-chain dehydrogenase/reductase 1)	DHRS3	unreviewed
343066	Q5VUY2	ADCL4_HUMAN	Arylacetamide deacetylase-like 4 (EC 3.1.1.-)	AADACL4	reviewed
126767	Q5VUY0	ADCL3_HUMAN	Arylacetamide deacetylase-like 3 (EC 3.1.1.-)	AADACL3	reviewed
390999	O95522	PRA12_HUMAN	PRAME family member 12	PRAMEF12	reviewed
65121	O95521	PRAM1_HUMAN	PRAME family member 1	PRAMEF1	reviewed
65121	B7ZM17	B7ZM17_HUMAN	PRAMEF1 protein	PRAMEF1	unreviewed
440560	O60813	PRA11_HUMAN	PRAME family member 11	PRAMEF11	reviewed
343069	O60812	HNRC1_HUMAN	Heterogeneous nuclear ribonucleoprotein C-like 1 (hnRNP C-like-1) (hnRNP core protein C-like 1)	HNRNPCL1 HNRPCL1	reviewed
440563	B2RXH8	HNRC2_HUMAN	Heterogeneous nuclear ribonucleoprotein C-like 2 (hnRNP C-like-2)	HNRNPCL2 HNRNPCP5	reviewed
391003	Q5VWM3	PRA18_HUMAN	PRAME family member 18	PRAMEF18	reviewed
645414	Q5SWL8	PRA19_HUMAN	PRAME family member 19	PRAMEF19	reviewed
391004	Q5VTA0	PRA17_HUMAN	PRAME family member 17	PRAMEF17	reviewed
645425	Q5VT98	PRA20_HUMAN	PRAME family member 20	PRAMEF20 PRAMEF21	reviewed
126755	Q5VT99	LRC38_HUMAN	Leucine-rich repeat-containing protein 38 (BK channel auxiliary gamma subunit LRRC38)	LRRC38	reviewed
10630	Q86YL7	PDPN_HUMAN	Podoplanin (Aggrus) (Glycoprotein 36) (Gp36) (PA2.26 antigen) (T1-alpha) (T1A) [Cleaved into: 29kDa cytosolic podoplanin intracellular domain (PICD)]	PDPN GP36 PSEC0003 PSEC0025	reviewed
7799	Q13029	PRDM2_HUMAN	PR domain zinc finger protein 2 (EC 2.1.1.355) (GATA-3-binding protein G3B) (Lysine N-methyltransferase 8) (MTB-ZF) (MTE-binding protein) (PR domain-containing protein 2) (Retinoblastoma protein-interacting zinc finger protein) (Zinc finger protein RIZ)	PRDM2 KMT8 RIZ	reviewed
23254	Q674X7	KAZRN_HUMAN	Kazrin	KAZN C1orf196 KAZ KIAA1026 HRIHFB2003	reviewed
55092	Q9NW97	TMM51_HUMAN	Transmembrane protein 51	TMEM51 C1orf72	reviewed
55092	Q9BSA0	Q9BSA0_HUMAN	TMEM51 protein (Transmembrane protein 51)	TMEM51 hCG_25381	unreviewed
114827	B1AJZ9	FHAD1_HUMAN	Forkhead-associated domain-containing protein 1 (FHA domain-containing protein 1)	FHAD1 KIAA1937	reviewed
114827	A0A804HIA4	A0A804HIA4_HUMAN	Forkhead associated phosphopeptide binding domain 1	FHAD1	unreviewed
79180	Q96C19	EFHD2_HUMAN	EF-hand domain-containing protein D2 (Swiprosin-1)	EFHD2 SWS1	reviewed
79180	A0A024QZ77	A0A024QZ77_HUMAN	Testicular tissue protein Li 62		unreviewed
11330	Q99895	CTRC_HUMAN	Chymotrypsin-C (EC 3.4.21.2) (Caldecrin)	CTRC CLCR	reviewed
63036	P08217	CEL2A_HUMAN	Chymotrypsin-like elastase family member 2A (EC 3.4.21.71) (Elastase-2A)	CELA2A ELA2A	reviewed
51032	P08218	CEL2B_HUMAN	Chymotrypsin-like elastase family member 2B (EC 3.4.21.71) (Elastase-2B)	CELA2B ELA2B	reviewed
51032	Q6ISP9	Q6ISP9_HUMAN	pancreatic elastase II (EC 3.4.21.71)	ELA2B	unreviewed
842	P55211	CASP9_HUMAN	Caspase-9 (CASP-9) (EC 3.4.22.62) (Apoptotic protease Mch-6) (Apoptotic protease-activating factor 3) (APAF-3) (ICE-like apoptotic protease 6) (ICE-LAP6) [Cleaved into: Caspase-9 subunit p35; Caspase-9 subunit p10]	CASP9 MCH6	reviewed
842	F8VVS7	F8VVS7_HUMAN	Caspase-9 (EC 3.4.22.62) (Apoptotic protease Mch-6) (Apoptotic protease-activating factor 3) (ICE-like apoptotic protease 6)	CASP9	unreviewed
23341	Q9Y2G8	DJC16_HUMAN	DnaJ homolog subfamily C member 16 (Endoplasmic reticulum DNA J domain-containing protein 8) (ER-resident protein ERdj8) (ERdj8)	DNAJC16 ERDJ8 KIAA0962	reviewed
79814	Q9BSE5	GDAH_HUMAN	Guanidino acid hydrolase, mitochondrial (EC 3.5.3.-) (Arginase, mitochondrial) (EC 3.5.3.1) (Guanidinobutyrase, mitochondrial) (EC 3.5.3.7) (Guanidinopropionase, mitochondrial) (EC 3.5.3.17)	AGMAT GDAH	reviewed
84301	Q5TDH0	DDI2_HUMAN	Protein DDI1 homolog 2 (EC 3.4.23.-)	DDI2	reviewed
6248	Q92681	RSCA1_HUMAN	Regulatory solute carrier protein family 1 member 1 (Transporter regulator RS1) (hRS1)	RSC1A1	reviewed
23207	Q8IWE5	PKHM2_HUMAN	Pleckstrin homology domain-containing family M member 2 (PH domain-containing family M member 2) (Salmonella-induced filaments A and kinesin-interacting protein) (SifA and kinesin-interacting protein)	PLEKHM2 KIAA0842 SKIP	reviewed
284723	Q6PIV7	S2534_HUMAN	Solute carrier family 25 member 34	SLC25A34	reviewed
388595	A0PJX8	TMM82_HUMAN	Transmembrane protein 82	TMEM82	reviewed
54751	Q8WUP2	FBLI1_HUMAN	Filamin-binding LIM protein 1 (FBLP-1) (Migfilin) (Mitogen-inducible 2-interacting protein) (MIG2-interacting protein)	FBLIM1 FBLP1	reviewed
440567	A0A096LP55	QCR6L_HUMAN	Cytochrome b-c1 complex subunit 6-like, mitochondrial	UQCRHL	reviewed
23013	Q96T58	MINT_HUMAN	Msx2-interacting protein (SMART/HDAC1-associated repressor protein) (SPEN homolog)	SPEN KIAA0929 MINT SHARP	reviewed
7709	Q13105	ZBT17_HUMAN	Zinc finger and BTB domain-containing protein 17 (Myc-interacting zinc finger protein 1) (Miz-1) (Zinc finger protein 151) (Zinc finger protein 60)	ZBTB17 MIZ1 ZNF151 ZNF60	reviewed
7709	Q53EM1	Q53EM1_HUMAN	Zinc finger and BTB domain-containing protein 17 (Zinc finger protein 151)		unreviewed
27129	Q9UBY9	HSPB7_HUMAN	Heat shock protein beta-7 (HspB7) (Cardiovascular heat shock protein) (cvHsp)	HSPB7 CVHSP	reviewed
27129	D3YTC6	D3YTC6_HUMAN	Heat shock protein beta-7 (Cardiovascular heat shock protein)	HSPB7	unreviewed
27129	Q68DG0	Q68DG0_HUMAN	Heat shock protein beta-7 (Cardiovascular heat shock protein)	HSPB7 DKFZp779D0968	unreviewed
27129	Q8N241	Q8N241_HUMAN	Heat shock protein beta-7 (Cardiovascular heat shock protein)	HSPB7 hCG_23506	unreviewed
1187	P51800	CLCKA_HUMAN	Chloride channel protein ClC-Ka (Chloride channel Ka) (ClC-K1)	CLCNKA	reviewed
1188	P51801	CLCKB_HUMAN	Chloride channel protein ClC-Kb (Chloride channel Kb) (ClC-K2)	CLCNKB	reviewed
1188	A8K8H0	A8K8H0_HUMAN	Chloride channel protein		unreviewed
348487	Q96AQ9	F131C_HUMAN	Protein FAM131C	FAM131C C1orf117	reviewed
1969	P29317	EPHA2_HUMAN	Ephrin type-A receptor 2 (EC 2.7.10.1) (Epithelial cell kinase) (Tyrosine-protein kinase receptor ECK)	EPHA2 ECK	reviewed
128272	Q8IW93	ARHGJ_HUMAN	Rho guanine nucleotide exchange factor 19 (Ephexin-2)	ARHGEF19	reviewed
128272	B4DN02	B4DN02_HUMAN	cDNA FLJ60716, highly similar to Homo sapiens Rho guanine nucleotide exchange factor (GEF) 19 (ARHGEF19), mRNA		unreviewed
79363	Q9BU20	CPLN2_HUMAN	Ciliogenesis and planar polarity effector 2 (REM2- and Rab-like small GTPase 1)	CPLANE2 C1orf89 RSG1	reviewed
54455	Q6P3S6	FBX42_HUMAN	F-box only protein 42 (Just one F-box and Kelch domain-containing protein)	FBXO42 FBX42 JFK KIAA1332	reviewed
26099	Q7Z422	SZRD1_HUMAN	SUZ RNA-binding domain-containing (SUZ domain-containing protein 1) (Putative MAPK-activating protein PM18/PM20/PM22)	SZRD1 C1orf144	reviewed
374955	Q7Z572	SPT21_HUMAN	Spermatogenesis-associated protein 21	SPATA21	reviewed
55707	Q9NVZ3	NECP2_HUMAN	Adaptin ear-binding coat-associated protein 2 (NECAP endocytosis-associated protein 2) (NECAP-2)	NECAP2	reviewed
55707	F6SKB8	F6SKB8_HUMAN	NECAP endocytosis associated 2	NECAP2	unreviewed
55672	Q3BBV0	NBPF1_HUMAN	NBPF family member NBPF1 (Neuroblastoma breakpoint family member 1)	NBPF1 KIAA1693	reviewed
55672	A0AAG2UXY5	A0AAG2UXY5_HUMAN	NBPF member 1	NBPF1	unreviewed
55672	A0AAG2UYR2	A0AAG2UYR2_HUMAN	NBPF member 1	NBPF1	unreviewed
9696	Q5TZA2	CROCC_HUMAN	Rootletin (Ciliary rootlet coiled-coil protein)	CROCC KIAA0445	reviewed
4237	P55001	MFAP2_HUMAN	Microfibrillar-associated protein 2 (MFAP-2) (Microfibril-associated glycoprotein 1) (MAGP) (MAGP-1)	MFAP2 MAGP1	reviewed
23400	Q9NQ11	AT132_HUMAN	Polyamine-transporting ATPase 13A2 (EC 7.6.2.-)	ATP13A2 PARK9	reviewed
23400	Q8N4D4	Q8N4D4_HUMAN	Polyamine-transporting ATPase 13A2	ATP13A2	unreviewed
