From	Entry	Reviewed	Protein names	Gene Names	Length	Entry Name
FBXO2	Q9UK22	reviewed	F-box only protein 2	FBXO2 FBX2	296	FBX2_HUMAN
FBXO44	Q9H4M3	reviewed	F-box only protein 44 (F-box protein FBX30) (F-box/G-domain protein 3)	FBXO44 FBG3 FBX30 FBX44 FBX6A FBXO6A	255	FBX44_HUMAN
FBXO6	Q9NRD1	reviewed	F-box only protein 6 (F-box protein that recognizes sugar chains 2) (F-box/G-domain protein 2)	FBXO6 FBG2 FBS2 FBX6	293	FBX6_HUMAN
MAD2L2	Q9UI95	reviewed	Mitotic spindle assembly checkpoint protein MAD2B (Mitotic arrest deficient 2-like protein 2) (MAD2-like protein 2) (REV7 homolog) (hREV7)	MAD2L2 MAD2B REV7	211	MD2L2_HUMAN
DRAXIN	Q8NBI3	reviewed	Draxin (Dorsal inhibitory axon guidance protein) (Dorsal repulsive axon guidance protein) (Neucrin)	DRAXIN C1orf187 PSEC0258 UNQ3119/PRO10268	349	DRAXI_HUMAN
C1orf167	Q5SNV9	reviewed	Uncharacterized protein C1orf167	C1orf167	1449	CA167_HUMAN
MTHFR	P42898	reviewed	Methylenetetrahydrofolate reductase (NADPH) (EC 1.5.1.53)	MTHFR	656	MTHR_HUMAN
CLCN6	P51797	reviewed	H(+)/Cl(-) exchange transporter 6 (Chloride channel protein 6) (ClC-6) (Chloride transport protein 6)	CLCN6 KIAA0046	869	CLCN6_HUMAN
NPPA	P01160	reviewed	Natriuretic peptides A (Atrial natriuretic factor prohormone) (proANF) (Atrial natriuretic peptide prohormone) (preproANP) (proANP) (Atriopeptigen) (Cardiodilatin) (CDD) (preproCDD-ANF) [Cleaved into: Long-acting natriuretic peptide (LANP) (Long-acting natriuretic hormone) (LANH) (Pro atrial natriuretic factor 1-30) (proANF 1-30) (Pro atrial natriuretic peptide 1-30) (proANP 1-30); Vessel dilator (VSDL) (Pro atrial natriuretic factor 31-67) (proANF 31-67) (Pro atrial natriuretic peptide 31-67) (proANP 31-67); Kaliuretic peptide (KP) (Pro atrial natriuretic factor 79-98) (proANF 79-98) (Pro atrial natriuretic peptide 79-98) (proANP 79-98); Urodilatin (URO) (CDD 95-126) (CDD-ANP (95-126)) (Pro atrial natriuretic peptide 95-126) (proANP 95-126); Auriculin-C (Atrial natriuretic factor 1-33) (ANF 1-33); Auriculin-D (Atrial natriuretic factor 3-33) (ANF 3-33); Atrial natriuretic peptide (ANP) (Alpha-atrial natriuretic peptide) (Alpha-hANP) (Atrial natriuretic factor) (ANF) (CDD-ANF) (CDD-ANP (99-126)) (Cardionatrin) (Pro atrial natriuretic factor 99-126) (proANF 99-126); Auriculin-B (Atrial natriuretic factor 8-33) (ANF 8-33); Auriculin-A; Atriopeptin-1 (Atriopeptin I); Atriopeptin-2 (Atriopeptin II); Atriopeptin-3 (Atriopeptin III)]	NPPA ANP PND	151	ANF_HUMAN
NPPB	P16860	reviewed	Natriuretic peptides B (Brain natriuretic factor prohormone) (preproBNP) (proBNP) (Gamma-brain natriuretic peptide) (Iso-ANP) [Cleaved into: NT-proBNP (NT-pro-BNP) (NT-proBNP(1-76)); proBNP(3-108); Brain natriuretic peptide 32 (BNP(1-32)) (BNP-32) (Brain natriuretic peptide) (BNP); BNP(1-30); BNP(1-29); BNP(1-28); BNP(2-31); BNP(3-32) (des-SerPro-BNP) (proBNP(79-108)); BNP(3-30); BNP(3-29); Brain natriuretic peptide 29 (BNP(4-32)); BNP(4-31); BNP(4-30); BNP(4-29); BNP(4-27); BNP(5-32); BNP(5-31); BNP(5-29)]	NPPB	134	ANFB_HUMAN
PLOD1	Q02809	reviewed	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 (EC 1.14.11.4) (Lysyl hydroxylase 1) (LH1)	PLOD1 LLH PLOD	727	PLOD1_HUMAN
MFN2	O95140	reviewed	Mitofusin-2 (EC 3.6.5.-) (Transmembrane GTPase MFN2)	MFN2 CPRP1 KIAA0214	757	MFN2_HUMAN
MIIP	Q5JXC2	reviewed	Migration and invasion-inhibitory protein (IGFBP2-binding protein) (Invasion-inhibitory protein 45) (IIp45)	MIIP IIP45	388	MIIP_HUMAN
TNFRSF8	P28908	reviewed	Tumor necrosis factor receptor superfamily member 8 (CD30L receptor) (Ki-1 antigen) (Lymphocyte activation antigen CD30) (CD antigen CD30)	TNFRSF8 CD30 D1S166E	595	TNR8_HUMAN
TNFRSF1B	P20333	reviewed	Tumor necrosis factor receptor superfamily member 1B (Tumor necrosis factor receptor 2) (TNF-R2) (Tumor necrosis factor receptor type II) (TNF-RII) (TNFR-II) (p75) (p80 TNF-alpha receptor) (CD antigen CD120b) (Etanercept) [Cleaved into: Tumor necrosis factor receptor superfamily member 1b, membrane form; Tumor necrosis factor-binding protein 2 (TBP-2) (TBPII)]	TNFRSF1B TNFBR TNFR2	461	TNR1B_HUMAN
VPS13D	Q5THJ4	reviewed	Intermembrane lipid transfer protein VPS13D (Vacuolar protein sorting-associated protein 13D)	VPS13D KIAA0453	4388	VP13D_HUMAN
DHRS3	O75911	reviewed	Short-chain dehydrogenase/reductase 3 (EC 1.1.1.300) (DD83.1) (Retinal short-chain dehydrogenase/reductase 1) (retSDR1) (Retinol dehydrogenase 17) (Short chain dehydrogenase/reductase family 16C member 1)	DHRS3 RDH17 SDR16C1 UNQ2424/PRO4983	302	DHRS3_HUMAN
AADACL4	Q5VUY2	reviewed	Arylacetamide deacetylase-like 4 (EC 3.1.1.-)	AADACL4	407	ADCL4_HUMAN
AADACL3	Q5VUY0	reviewed	Arylacetamide deacetylase-like 3 (EC 3.1.1.-)	AADACL3	407	ADCL3_HUMAN
PRAMEF12	O95522	reviewed	PRAME family member 12	PRAMEF12	483	PRA12_HUMAN
PRAMEF1	O95521	reviewed	PRAME family member 1	PRAMEF1	474	PRAM1_HUMAN
PRAMEF11	O60813	reviewed	PRAME family member 11	PRAMEF11	478	PRA11_HUMAN
HNRNPCL1	O60812	reviewed	Heterogeneous nuclear ribonucleoprotein C-like 1 (hnRNP C-like-1) (hnRNP core protein C-like 1)	HNRNPCL1 HNRPCL1	293	HNRC1_HUMAN
HNRNPCL2	B2RXH8	reviewed	Heterogeneous nuclear ribonucleoprotein C-like 2 (hnRNP C-like-2)	HNRNPCL2 HNRNPCP5	293	HNRC2_HUMAN
PRAMEF18	Q5VWM3	reviewed	PRAME family member 18	PRAMEF18	479	PRA18_HUMAN
PRAMEF19	Q5SWL8	reviewed	PRAME family member 19	PRAMEF19	479	PRA19_HUMAN
PRAMEF17	Q5VTA0	reviewed	PRAME family member 17	PRAMEF17	474	PRA17_HUMAN
PRAMEF20	Q5VT98	reviewed	PRAME family member 20	PRAMEF20 PRAMEF21	475	PRA20_HUMAN
LRRC38	Q5VT99	reviewed	Leucine-rich repeat-containing protein 38 (BK channel auxiliary gamma subunit LRRC38)	LRRC38	294	LRC38_HUMAN
PDPN	Q86YL7	reviewed	Podoplanin (Aggrus) (Glycoprotein 36) (Gp36) (PA2.26 antigen) (T1-alpha) (T1A) [Cleaved into: 29kDa cytosolic podoplanin intracellular domain (PICD)]	PDPN GP36 PSEC0003 PSEC0025	162	PDPN_HUMAN
PRDM2	Q13029	reviewed	PR domain zinc finger protein 2 (EC 2.1.1.355) (GATA-3-binding protein G3B) (Lysine N-methyltransferase 8) (MTB-ZF) (MTE-binding protein) (PR domain-containing protein 2) (Retinoblastoma protein-interacting zinc finger protein) (Zinc finger protein RIZ)	PRDM2 KMT8 RIZ	1718	PRDM2_HUMAN
KAZN	Q674X7	reviewed	Kazrin	KAZN C1orf196 KAZ KIAA1026 HRIHFB2003	775	KAZRN_HUMAN
TMEM51	Q9NW97	reviewed	Transmembrane protein 51	TMEM51 C1orf72	253	TMM51_HUMAN
FHAD1	B1AJZ9	reviewed	Forkhead-associated domain-containing protein 1 (FHA domain-containing protein 1)	FHAD1 KIAA1937	1412	FHAD1_HUMAN
EFHD2	Q96C19	reviewed	EF-hand domain-containing protein D2 (Swiprosin-1)	EFHD2 SWS1	240	EFHD2_HUMAN
CTRC	Q99895	reviewed	Chymotrypsin-C (EC 3.4.21.2) (Caldecrin)	CTRC CLCR	268	CTRC_HUMAN
CELA2A	P08217	reviewed	Chymotrypsin-like elastase family member 2A (EC 3.4.21.71) (Elastase-2A)	CELA2A ELA2A	269	CEL2A_HUMAN
CELA2B	P08218	reviewed	Chymotrypsin-like elastase family member 2B (EC 3.4.21.71) (Elastase-2B)	CELA2B ELA2B	269	CEL2B_HUMAN
CASP9	P55211	reviewed	Caspase-9 (CASP-9) (EC 3.4.22.62) (Apoptotic protease Mch-6) (Apoptotic protease-activating factor 3) (APAF-3) (ICE-like apoptotic protease 6) (ICE-LAP6) [Cleaved into: Caspase-9 subunit p35; Caspase-9 subunit p10]	CASP9 MCH6	416	CASP9_HUMAN
DNAJC16	Q9Y2G8	reviewed	DnaJ homolog subfamily C member 16 (Endoplasmic reticulum DNA J domain-containing protein 8) (ER-resident protein ERdj8) (ERdj8)	DNAJC16 ERDJ8 KIAA0962	782	DJC16_HUMAN
AGMAT	Q9BSE5	reviewed	Guanidino acid hydrolase, mitochondrial (EC 3.5.3.-) (Arginase, mitochondrial) (EC 3.5.3.1) (Guanidinobutyrase, mitochondrial) (EC 3.5.3.7) (Guanidinopropionase, mitochondrial) (EC 3.5.3.17)	AGMAT GDAH	352	GDAH_HUMAN
DDI2	Q5TDH0	reviewed	Protein DDI1 homolog 2 (EC 3.4.23.-)	DDI2	399	DDI2_HUMAN
RSC1A1	Q92681	reviewed	Regulatory solute carrier protein family 1 member 1 (Transporter regulator RS1) (hRS1)	RSC1A1	617	RSCA1_HUMAN
PLEKHM2	Q8IWE5	reviewed	Pleckstrin homology domain-containing family M member 2 (PH domain-containing family M member 2) (Salmonella-induced filaments A and kinesin-interacting protein) (SifA and kinesin-interacting protein)	PLEKHM2 KIAA0842 SKIP	1019	PKHM2_HUMAN
SLC25A34	Q6PIV7	reviewed	Solute carrier family 25 member 34	SLC25A34	304	S2534_HUMAN
TMEM82	A0PJX8	reviewed	Transmembrane protein 82	TMEM82	343	TMM82_HUMAN
FBLIM1	Q8WUP2	reviewed	Filamin-binding LIM protein 1 (FBLP-1) (Migfilin) (Mitogen-inducible 2-interacting protein) (MIG2-interacting protein)	FBLIM1 FBLP1	373	FBLI1_HUMAN
UQCRHL	A0A096LP55	reviewed	Cytochrome b-c1 complex subunit 6-like, mitochondrial	UQCRHL	91	QCR6L_HUMAN
SPEN	Q96T58	reviewed	Msx2-interacting protein (SMART/HDAC1-associated repressor protein) (SPEN homolog)	SPEN KIAA0929 MINT SHARP	3664	MINT_HUMAN
ZBTB17	Q13105	reviewed	Zinc finger and BTB domain-containing protein 17 (Myc-interacting zinc finger protein 1) (Miz-1) (Zinc finger protein 151) (Zinc finger protein 60)	ZBTB17 MIZ1 ZNF151 ZNF60	803	ZBT17_HUMAN
HSPB7	Q9UBY9	reviewed	Heat shock protein beta-7 (HspB7) (Cardiovascular heat shock protein) (cvHsp)	HSPB7 CVHSP	170	HSPB7_HUMAN
CLCNKA	P51800	reviewed	Chloride channel protein ClC-Ka (Chloride channel Ka) (ClC-K1)	CLCNKA	687	CLCKA_HUMAN
CLCNKB	P51801	reviewed	Chloride channel protein ClC-Kb (Chloride channel Kb) (ClC-K2)	CLCNKB	687	CLCKB_HUMAN
FAM131C	Q96AQ9	reviewed	Protein FAM131C	FAM131C C1orf117	280	F131C_HUMAN
EPHA2	P29317	reviewed	Ephrin type-A receptor 2 (EC 2.7.10.1) (Epithelial cell kinase) (Tyrosine-protein kinase receptor ECK)	EPHA2 ECK	976	EPHA2_HUMAN
ARHGEF19	Q8IW93	reviewed	Rho guanine nucleotide exchange factor 19 (Ephexin-2)	ARHGEF19	802	ARHGJ_HUMAN
CPLANE2	Q9BU20	reviewed	Ciliogenesis and planar polarity effector 2 (REM2- and Rab-like small GTPase 1)	CPLANE2 C1orf89 RSG1	258	CPLN2_HUMAN
FBXO42	Q6P3S6	reviewed	F-box only protein 42 (Just one F-box and Kelch domain-containing protein)	FBXO42 FBX42 JFK KIAA1332	717	FBX42_HUMAN
SZRD1	Q7Z422	reviewed	SUZ RNA-binding domain-containing (SUZ domain-containing protein 1) (Putative MAPK-activating protein PM18/PM20/PM22)	SZRD1 C1orf144	152	SZRD1_HUMAN
SPATA21	Q7Z572	reviewed	Spermatogenesis-associated protein 21	SPATA21	469	SPT21_HUMAN
NECAP2	Q9NVZ3	reviewed	Adaptin ear-binding coat-associated protein 2 (NECAP endocytosis-associated protein 2) (NECAP-2)	NECAP2	263	NECP2_HUMAN
CROCCP3	Q8IVE0	reviewed	Putative ciliary rootlet coiled-coil protein-like 2 protein (Ciliary rootlet coiled-coil protein pseudogene 3)	CROCCP3 CROCCL2 KIAA1922	287	CROL2_HUMAN
NBPF1	Q3BBV0	reviewed	NBPF family member NBPF1 (Neuroblastoma breakpoint family member 1)	NBPF1 KIAA1693	1214	NBPF1_HUMAN
CROCCP2	Q86T23	reviewed	Putative ciliary rootlet coiled-coil protein-like 1 protein (Ciliary rootlet coiled-coil protein pseudogene 2)	CROCCP2 CROCCL1	111	CROL1_HUMAN
CROCC	Q5TZA2	reviewed	Rootletin (Ciliary rootlet coiled-coil protein)	CROCC KIAA0445	2017	CROCC_HUMAN
MFAP2	P55001	reviewed	Microfibrillar-associated protein 2 (MFAP-2) (Microfibril-associated glycoprotein 1) (MAGP) (MAGP-1)	MFAP2 MAGP1	183	MFAP2_HUMAN
ATP13A2	Q9NQ11	reviewed	Polyamine-transporting ATPase 13A2 (EC 7.6.2.-)	ATP13A2 PARK9	1180	AT132_HUMAN
SDHB	P21912	reviewed	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip) (Malate dehydrogenase [quinone] iron-sulfur subunit) (EC 1.1.5.-)	SDHB SDH SDH1	280	SDHB_HUMAN
PADI2	Q9Y2J8	reviewed	Protein-arginine deiminase type-2 (EC 3.5.3.15) (PAD-H19) (Peptidylarginine deiminase II) (Protein-arginine deiminase type II)	PADI2 KIAA0994 PAD2 PDI2	665	PADI2_HUMAN
PADI1	Q9ULC6	reviewed	Protein-arginine deiminase type-1 (EC 3.5.3.15) (Peptidylarginine deiminase I) (Protein-arginine deiminase type I)	PADI1 PAD1 PDI1	663	PADI1_HUMAN
PADI3	Q9ULW8	reviewed	Protein-arginine deiminase type-3 (EC 3.5.3.15) (Peptidylarginine deiminase III) (Protein-arginine deiminase type III)	PADI3 PAD3 PDI3	664	PADI3_HUMAN
PADI4	Q9UM07	reviewed	Protein-arginine deiminase type-4 (EC 3.5.3.15) (HL-60 PAD) (Peptidylarginine deiminase IV) (Protein-arginine deiminase type IV)	PADI4 PAD4 PADI5 PDI5	663	PADI4_HUMAN
PADI6	Q6TGC4	reviewed	Inactive protein-arginine deiminase type-6 (Peptidyl arginine deiminase-like protein) (Peptidylarginine deiminase VI) (hPADVI) (Protein-arginine deiminase type VI) (Protein-arginine deiminase type-6)	PADI6 PAD6	694	PADI6_HUMAN
RCC2	Q9P258	reviewed	Protein RCC2 (RCC1-like protein TD-60) (Telophase disk protein of 60 kDa)	RCC2 KIAA1470 TD60	522	RCC2_HUMAN
ARHGEF10L	Q9HCE6	reviewed	Rho guanine nucleotide exchange factor 10-like protein (GrinchGEF)	ARHGEF10L GRINCHGEF KIAA1626	1279	ARGAL_HUMAN
ACTL8	Q9H568	reviewed	Actin-like protein 8 (Cancer/testis antigen 57) (CT57)	ACTL8	366	ACTL8_HUMAN
IGSF21	Q96ID5	reviewed	Immunoglobulin superfamily member 21 (IgSF21)	IGSF21	467	IGS21_HUMAN
KLHDC7A	Q5VTJ3	reviewed	Kelch domain-containing protein 7A	KLHDC7A	777	KLD7A_HUMAN
PAX7	P23759	reviewed	Paired box protein Pax-7 (HuP1)	PAX7 HUP1	505	PAX7_HUMAN
TAS1R2	Q8TE23	reviewed	Taste receptor type 1 member 2 (G-protein coupled receptor 71) (Sweet taste receptor T1R2)	TAS1R2 GPR71 T1R2 TR2	839	TS1R2_HUMAN
ALDH4A1	P30038	reviewed	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial (P5C dehydrogenase) (EC 1.2.1.88) (Aldehyde dehydrogenase family 4 member A1) (L-glutamate gamma-semialdehyde dehydrogenase)	ALDH4A1 ALDH4 P5CDH	563	AL4A1_HUMAN
IFFO2	Q5TF58	reviewed	Intermediate filament family orphan 2	IFFO2	517	IFFO2_HUMAN
UBR4	Q5T4S7	reviewed	E3 ubiquitin-protein ligase UBR4 (EC 2.3.2.27) (600 kDa retinoblastoma protein-associated factor) (p600) (N-recognin-4) (Retinoblastoma-associated factor of 600 kDa) (RBAF600)	UBR4 KIAA0462 KIAA1307 RBAF600	5183	UBR4_HUMAN
EMC1	Q8N766	reviewed	ER membrane protein complex subunit 1	EMC1 KIAA0090 PSEC0263	993	EMC1_HUMAN
AKR7L	Q8NHP1	reviewed	Aflatoxin B1 aldehyde reductase member 4 (EC 1.-.-.-) (AFB1 aldehyde reductase 3) (AFB1-AR 3) (Aldoketoreductase 7-like)	AKR7L AFAR3 AKR7A4	331	ARK74_HUMAN
AKR7A3	O95154	reviewed	Aldo-keto reductase family 7 member A3 (EC 1.1.1.2) (AFB1 aldehyde reductase 2) (AFB1-AR 2) (Aflatoxin B1 aldehyde reductase member 3)	AKR7A3 AFAR2	331	ARK73_HUMAN
AKR7A2	O43488	reviewed	Aflatoxin B1 aldehyde reductase member 2 (EC 1.1.1.n11) (AFB1 aldehyde reductase 1) (AFB1-AR 1) (Aldoketoreductase 7) (Succinic semialdehyde reductase) (SSA reductase)	AKR7A2 AFAR AFAR1 AKR7	359	ARK72_HUMAN
SLC66A1	Q6ZP29	reviewed	Lysosomal amino acid transporter 1 homolog (PQ-loop repeat-containing protein 2) (Solute carrier family 66 member 1)	SLC66A1 PQLC2	291	LAAT1_HUMAN
CAPZB	P47756	reviewed	F-actin-capping protein subunit beta (CapZ beta)	CAPZB	272	CAPZB_HUMAN
MICOS10	Q5TGZ0	reviewed	MICOS complex subunit MIC10 (Mitochondrial inner membrane organizing system protein 1)	MICOS10 C1orf151 MIC10 MINOS1	78	MIC10_HUMAN
NBL1	P41271	reviewed	Neuroblastoma suppressor of tumorigenicity 1 (DAN domain family member 1) (Protein N03) (Zinc finger protein DAN)	NBL1 DAN DAND1	181	NBL1_HUMAN
HTR6	P50406	reviewed	5-hydroxytryptamine receptor 6 (5-HT-6) (5-HT6) (Serotonin receptor 6)	HTR6	440	5HT6R_HUMAN
TMCO4	Q5TGY1	reviewed	Transmembrane and coiled-coil domain-containing protein 4	TMCO4	634	TMCO4_HUMAN
RNF186	Q9NXI6	reviewed	E3 ubiquitin-protein ligase RNF186 (EC 2.3.2.27) (RING finger protein 186)	RNF186	227	RN186_HUMAN
OTUD3	Q5T2D3	reviewed	OTU domain-containing protein 3 (EC 3.4.19.12)	OTUD3 KIAA0459	398	OTUD3_HUMAN
PLA2G2E	Q9NZK7	reviewed	Group IIE secretory phospholipase A2 (GIIE sPLA2) (sPLA2-IIE) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase 2E)	PLA2G2E	142	PA2GE_HUMAN
PLA2G5	P39877	reviewed	Phospholipase A2 group V (EC 3.1.1.4) (PLA2-10) (Phosphatidylcholine 2-acylhydrolase 5)	PLA2G5	138	PA2G5_HUMAN
PLA2G2D	Q9UNK4	reviewed	Group IID secretory phospholipase A2 (GIID sPLA2) (sPLA2-IID) (EC 3.1.1.4) (PLA2IID) (Phosphatidylcholine 2-acylhydrolase 2D) (Secretory-type PLA, stroma-associated homolog)	PLA2G2D SPLASH	145	PA2GD_HUMAN
PLA2G2C	Q5R387	reviewed	Putative inactive group IIC secretory phospholipase A2 (Phosphatidylcholine 2-acylhydrolase-like protein GIIC)	PLA2G2C	149	PA2GC_HUMAN
UBXN10	Q96LJ8	reviewed	UBX domain-containing protein 10 (UBX domain-containing protein 3)	UBXN10 UBXD3	280	UBX10_HUMAN
VWA5B1	Q5TIE3	reviewed	von Willebrand factor A domain-containing protein 5B1	VWA5B1	1220	VW5B1_HUMAN
MUL1	Q969V5	reviewed	Mitochondrial ubiquitin ligase activator of NFKB 1 (EC 2.3.2.27) (E3 SUMO-protein ligase MUL1) (E3 ubiquitin-protein ligase MUL1) (Growth inhibition and death E3 ligase) (Mitochondrial-anchored protein ligase) (Protein Hades) (Putative NF-kappa-B-activating protein 266) (RING finger protein 218) (RING-type E3 ubiquitin transferase NFKB 1)	MUL1 C1orf166 GIDE MAPL MULAN RNF218	352	MUL1_HUMAN
FAM43B	Q6ZT52	reviewed	Protein FAM43B	FAM43B	329	FA43B_HUMAN
CDA	P32320	reviewed	Cytidine deaminase (EC 3.5.4.5) (Cytidine aminohydrolase)	CDA CDD	146	CDD_HUMAN
PINK1	Q9BXM7	reviewed	Serine/threonine-protein kinase PINK1, mitochondrial (EC 2.7.11.1) (BRPK) (PTEN-induced putative kinase protein 1)	PINK1	581	PINK1_HUMAN
DDOST	P39656	reviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (DDOST 48 kDa subunit) (Oligosaccharyl transferase 48 kDa subunit)	DDOST KIAA0115 OST48 OK/SW-cl.45	456	OST48_HUMAN
KIF17	Q9P2E2	reviewed	Kinesin-like protein KIF17 (KIF3-related motor protein)	KIF17 KIAA1405 KIF3X	1029	KIF17_HUMAN
SH2D5	Q6ZV89	reviewed	SH2 domain-containing protein 5	SH2D5	423	SH2D5_HUMAN
HP1BP3	Q5SSJ5	reviewed	Heterochromatin protein 1-binding protein 3 (Protein HP1-BP74)	HP1BP3	553	HP1B3_HUMAN
EIF4G3	O43432	reviewed	Eukaryotic translation initiation factor 4 gamma 3 (eIF-4-gamma 3) (eIF-4G 3) (eIF4G 3) (eIF-4-gamma II) (eIF4GII)	EIF4G3	1585	IF4G3_HUMAN
ECE1	P42892	reviewed	Endothelin-converting enzyme 1 (ECE-1) (EC 3.4.24.71)	ECE1	770	ECE1_HUMAN
ALPL	P05186	reviewed	Alkaline phosphatase, tissue-nonspecific isozyme (AP-TNAP) (TNS-ALP) (TNSALP) (EC 3.1.3.1) (Alkaline phosphatase liver/bone/kidney isozyme) (Phosphoamidase) (Phosphocreatine phosphatase) (EC 3.9.1.1)	ALPL	524	PPBT_HUMAN
RAP1GAP	P47736	reviewed	Rap1 GTPase-activating protein 1 (Rap1GAP) (Rap1GAP1)	RAP1GAP KIAA0474 RAP1GA1	663	RPGP1_HUMAN
USP48	Q86UV5	reviewed	Ubiquitin carboxyl-terminal hydrolase 48 (EC 3.4.19.12) (Deubiquitinating enzyme 48) (Ubiquitin thioesterase 48) (Ubiquitin-specific peptidase 48) (Ubiquitin-specific protease 48) (Ubiquitin-specific-processing protease 48)	USP48 USP31	1035	UBP48_HUMAN
LDLRAD2	Q5SZI1	reviewed	Low-density lipoprotein receptor class A domain-containing protein 2	LDLRAD2	272	LRAD2_HUMAN
HSPG2	P98160	reviewed	Basement membrane-specific heparan sulfate proteoglycan core protein (HSPG) (Perlecan) (PLC) [Cleaved into: Endorepellin; LG3 peptide]	HSPG2	4391	PGBM_HUMAN
CELA3B	P08861	reviewed	Chymotrypsin-like elastase family member 3B (EC 3.4.21.70) (Elastase IIIB) (Elastase-3B) (Protease E)	CELA3B ELA3B	270	CEL3B_HUMAN
CELA3A	P09093	reviewed	Chymotrypsin-like elastase family member 3A (EC 3.4.21.70) (Elastase IIIA) (Elastase-3A) (Protease E)	CELA3A ELA3 ELA3A	270	CEL3A_HUMAN
CDC42	P60953	reviewed	Cell division control protein 42 homolog (EC 3.6.5.2) (G25K GTP-binding protein)	CDC42	191	CDC42_HUMAN
WNT4	P56705	reviewed	Protein Wnt-4	WNT4 UNQ426/PRO864	351	WNT4_HUMAN
ZBTB40	Q9NUA8	reviewed	Zinc finger and BTB domain-containing protein 40	ZBTB40 KIAA0478	1239	ZBT40_HUMAN
EPHA8	P29322	reviewed	Ephrin type-A receptor 8 (EC 2.7.10.1) (EPH- and ELK-related kinase) (EPH-like kinase 3) (EK3) (hEK3) (Tyrosine-protein kinase receptor EEK)	EPHA8 EEK HEK3 KIAA1459	1005	EPHA8_HUMAN
C1QA	P02745	reviewed	Complement C1q subcomponent subunit A	C1QA	245	C1QA_HUMAN
C1QC	P02747	reviewed	Complement C1q subcomponent subunit C	C1QC C1QG	245	C1QC_HUMAN
EPHB2	P29323	reviewed	Ephrin type-B receptor 2 (EC 2.7.10.1) (Developmentally-regulated Eph-related tyrosine kinase) (ELK-related tyrosine kinase) (EPH tyrosine kinase 3) (EPH-like kinase 5) (EK5) (hEK5) (Renal carcinoma antigen NY-REN-47) (Tyrosine-protein kinase TYRO5) (Tyrosine-protein kinase receptor EPH-3) [Cleaved into: EphB2/CTF1; EphB2/CTF2]	EPHB2 DRT EPHT3 EPTH3 ERK HEK5 TYRO5	1055	EPHB2_HUMAN
LACTBL1	A8MY62	reviewed	Putative beta-lactamase-like 1	LACTBL1	500	BLML_HUMAN
KDM1A	O60341	reviewed	Lysine-specific histone demethylase 1A (EC 1.14.99.66) (BRAF35-HDAC complex protein BHC110) (Flavin-containing amine oxidase domain-containing protein 2) ([histone H3]-dimethyl-L-lysine(4) FAD-dependent demethylase 1A)	KDM1A AOF2 KDM1 KIAA0601 LSD1	852	KDM1A_HUMAN
LUZP1	Q86V48	reviewed	Leucine zipper protein 1 (Filamin mechanobinding actin cross-linking protein) (Fimbacin)	LUZP1	1076	LUZP1_HUMAN
HTR1D	P28221	reviewed	5-hydroxytryptamine receptor 1D (5-HT-1D) (5-HT1D) (Serotonin 1D alpha receptor) (5-HT-1D-alpha) (Serotonin receptor 1D)	HTR1D HTR1DA HTRL	377	5HT1D_HUMAN
HNRNPR	O43390	reviewed	Heterogeneous nuclear ribonucleoprotein R (hnRNP R)	HNRNPR HNRPR	633	HNRPR_HUMAN
ZNF436	Q9C0F3	reviewed	Zinc finger protein 436	ZNF436 KIAA1710	470	ZN436_HUMAN
TCEA3	O75764	reviewed	Transcription elongation factor A protein 3 (Transcription elongation factor S-II protein 3) (Transcription elongation factor TFIIS.h)	TCEA3 TFIISH	348	TCEA3_HUMAN
ASAP3	Q8TDY4	reviewed	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 3 (Development and differentiation-enhancing factor-like 1) (Protein up-regulated in liver cancer 1)	ASAP3 DDEFL1 UPLC1	903	ASAP3_HUMAN
E2F2	Q14209	reviewed	Transcription factor E2F2 (E2F-2)	E2F2	437	E2F2_HUMAN
ID3	Q02535	reviewed	DNA-binding protein inhibitor ID-3 (Class B basic helix-loop-helix protein 25) (bHLHb25) (Helix-loop-helix protein HEIR-1) (ID-like protein inhibitor HLH 1R21) (Inhibitor of DNA binding 3) (Inhibitor of differentiation 3)	ID3 1R21 BHLHB25 HEIR1	119	ID3_HUMAN
MDS2	Q8NDY4	reviewed	Myelodysplastic syndrome 2 translocation-associated protein	MDS2	140	MDS2_HUMAN
RPL11	P62913	reviewed	Large ribosomal subunit protein uL5 (60S ribosomal protein L11) (CLL-associated antigen KW-12)	RPL11	178	RL11_HUMAN
ELOA	Q14241	reviewed	Elongin-A (EloA) (Elongin 110 kDa subunit) (RNA polymerase II transcription factor SIII subunit A1) (SIII p110) (Transcription elongation factor B polypeptide 3)	ELOA TCEB3 MSTP059	772	ELOA1_HUMAN
