Species	Symbol	Ensembl	Family	Protein	Entrez_ID	Uniprot	Entry
Homo_sapiens	HOXA13	ENSG00000106031	Homeobox	ENSP00000497112.1;	3209	P31271	HXA13_HUMAN
Homo_sapiens	ZNF442	ENSG00000198342	zf-C2H2	ENSP00000440162.2;ENSP00000242804.4;ENSP00000388634.1;ENSP00000404935.1;	79973	Q9H7R0	ZN442_HUMAN
Homo_sapiens	SRY	ENSG00000184895	HMG	ENSP00000372547.1;	6736	Q05066	SRY_HUMAN
Homo_sapiens	ZFP92	ENSG00000189420	zf-C2H2	ENSP00000462054.1;	139735	A6NM28	ZFP92_HUMAN
Homo_sapiens	DBP	ENSG00000105516	TF_bZIP	ENSP00000222122.4;ENSP00000469426.1;ENSP00000471220.1;	1628	Q10586	DBP_HUMAN
Homo_sapiens	ARX	ENSG00000004848	Homeobox	ENSP00000368332.4;	170302	Q96QS3	ARX_HUMAN
Homo_sapiens	ZHX3	ENSG00000174306	Homeobox	ENSP00000452965.1;ENSP00000506788.1;ENSP00000415498.3;ENSP00000443783.2;ENSP00000312222.4;ENSP00000405421.1;ENSP00000454006.1;	23051	Q9H4I2	ZHX3_HUMAN
Homo_sapiens	NA	ENSG00000257184	Homeobox	ENSP00000421799.3;	NA	NA	NA
Homo_sapiens	ZFY	ENSG00000067646	zf-C2H2	ENSP00000372525.1;ENSP00000155093.3;ENSP00000393908.1;ENSP00000485605.1;	7544	P08048	ZFY_HUMAN
Homo_sapiens	CREB3L1	ENSG00000157613	TF_bZIP	ENSP00000436574.1;ENSP00000481956.1;	90993	Q96BA8	CR3L1_HUMAN
Homo_sapiens	ZSCAN10	ENSG00000130182	zf-C2H2	ENSP00000440047.2;ENSP00000458879.2;ENSP00000252463.2;ENSP00000459520.1;	84891	Q96SZ4	ZSC10_HUMAN
Homo_sapiens	EGR2	ENSG00000122877	zf-C2H2	ENSP00000387634.1;ENSP00000509830.1;ENSP00000490154.2;ENSP00000242480.3;	1959	P11161	EGR2_HUMAN
Homo_sapiens	ZNF775	ENSG00000196456	zf-C2H2	ENSP00000330838.5;ENSP00000419336.1;ENSP00000417483.1;	NA	Q96BV0	ZN775_HUMAN
Homo_sapiens	GSC	ENSG00000133937	Homeobox	ENSP00000238558.3;	145258	P56915	GSC_HUMAN
Homo_sapiens	NKX2-4	ENSG00000125816	Homeobox	ENSP00000345147.4;	NA	Q9H2Z4	NKX24_HUMAN
Homo_sapiens	NFATC4	ENSG00000100968	RHD	ENSP00000452270.1;ENSP00000450733.1;ENSP00000450469.1;ENSP00000250373.4;ENSP00000451395.1;ENSP00000451502.1;ENSP00000451183.1;ENSP00000451454.1;ENSP00000450810.1;ENSP00000396788.3;ENSP00000452349.1;ENSP00000439350.2;ENSP00000450644.1;ENSP00000388910.2;ENSP00000388668.2;ENSP00000451224.1;ENSP00000451151.1;ENSP00000450590.1;ENSP00000452039.1;ENSP00000450686.1;ENSP00000451284.1;	4776	Q14934	NFAC4_HUMAN
Homo_sapiens	ZBTB46	ENSG00000130584	ZBTB	ENSP00000303102.2;ENSP00000303102.2;ENSP00000245663.3;ENSP00000245663.3;ENSP00000378536.1;	140685	Q86UZ6	ZBT46_HUMAN
Homo_sapiens	ZIC4	ENSG00000174963	zf-C2H2	ENSP00000418277.1;ENSP00000435509.2;ENSP00000420775.1;ENSP00000372553.3;ENSP00000417855.1;ENSP00000397695.3;ENSP00000420627.2;	84107	Q8N9L1	ZIC4_HUMAN
Homo_sapiens	MEF2A	ENSG00000068305	SRF	ENSP00000453478.1;ENSP00000452989.1;ENSP00000508747.1;ENSP00000509700.1;ENSP00000346389.5;ENSP00000454023.1;ENSP00000453095.1;ENSP00000453441.1;ENSP00000509137.1;ENSP00000509537.1;ENSP00000337202.8;	4205	Q02078	MEF2A_HUMAN
Homo_sapiens	ID1	ENSG00000125968	bHLH	ENSP00000365273.3;ENSP00000365280.3;	3397	P41134	ID1_HUMAN
Homo_sapiens	TULP2	ENSG00000104804	Tub	ENSP00000429131.1;ENSP00000221399.3;	7288	O00295	TULP2_HUMAN
Homo_sapiens	MGA	ENSG00000174197	T-box	ENSP00000457474.1;ENSP00000219905.7;ENSP00000457035.2;ENSP00000455155.2;ENSP00000456141.1;	23269	Q8IWI9	MGAP_HUMAN
Homo_sapiens	MYBL2	ENSG00000101057	MYB	ENSP00000380072.4;ENSP00000217026.4;	4605	P10244	MYBB_HUMAN
Homo_sapiens	ZNF606	ENSG00000166704	zf-C2H2	ENSP00000446972.2;ENSP00000343617.4;	80095	Q8WXB4	ZN606_HUMAN
Homo_sapiens	TULP4	ENSG00000130338	Tub	ENSP00000356064.3;	56995	Q9NRJ4	TULP4_HUMAN
Homo_sapiens	GATA1	ENSG00000102145	zf-GATA	ENSP00000365858.3;ENSP00000365853.3;ENSP00000498550.1;	2623	P15976	GATA1_HUMAN
Homo_sapiens	FOXR2	ENSG00000189299	Fork_head	ENSP00000427329.2;	139628	Q6PJQ5	FOXR2_HUMAN
Homo_sapiens	AHR	ENSG00000106546	bHLH	ENSP00000436466.1;ENSP00000242057.4;ENSP00000495987.1;	196	P35869	AHR_HUMAN
Homo_sapiens	HOXB3	ENSG00000120093	Homeobox	ENSP00000449977.1;ENSP00000418892.1;ENSP00000308252.4;ENSP00000418035.1;ENSP00000418729.1;ENSP00000420595.1;ENSP00000419676.1;ENSP00000417207.1;	3213	P14651	HXB3_HUMAN
Homo_sapiens	ZNF230	ENSG00000159882	zf-C2H2	ENSP00000409318.1;	7773	Q9UIE0	ZN230_HUMAN
Homo_sapiens	PBX1	ENSG00000185630	Homeobox	ENSP00000485692.1;ENSP00000439943.2;ENSP00000453188.1;ENSP00000356872.1;ENSP00000452727.1;ENSP00000483563.1;ENSP00000405890.2;	5087	P40424	PBX1_HUMAN
Homo_sapiens	MTA3	ENSG00000057935	zf-GATA	ENSP00000383973.1;ENSP00000385045.3;ENSP00000385823.1;ENSP00000391455.1;ENSP00000384249.1;ENSP00000385241.1;ENSP00000386763.1;	57504	Q9BTC8	MTA3_HUMAN
Homo_sapiens	CSRNP2	ENSG00000110925	CSRNP_N	ENSP00000447065.1;ENSP00000228515.1;ENSP00000447657.1;ENSP00000447983.1;	81566	Q9H175	CSRN2_HUMAN
Homo_sapiens	ZBED2	ENSG00000177494	zf-BED	ENSP00000321370.4;	NA	Q9BTP6	ZBED2_HUMAN
Homo_sapiens	NR1I3	ENSG00000143257	THR-like	ENSP00000423089.1;ENSP00000412672.2;ENSP00000356959.2;ENSP00000424345.1;ENSP00000423666.1;ENSP00000399361.2;ENSP00000426016.1;ENSP00000421588.1;ENSP00000356958.2;ENSP00000406493.2;ENSP00000426292.1;ENSP00000425417.1;ENSP00000407446.2;ENSP00000356962.5;ENSP00000425607.1;ENSP00000427600.1;ENSP00000421374.1;ENSP00000425900.1;ENSP00000356961.4;ENSP00000356960.3;ENSP00000423007.1;ENSP00000427034.1;ENSP00000356965.3;ENSP00000487337.1;ENSP00000424834.1;ENSP00000356963.4;ENSP00000424934.1;ENSP00000427175.1;ENSP00000422982.1;	9970	Q14994	NR1I3_HUMAN
Homo_sapiens	ATF7	ENSG00000170653	TF_bZIP	ENSP00000387406.3;ENSP00000399465.1;ENSP00000449938.1;	11016	P17544	ATF7_HUMAN
Homo_sapiens	ZBTB10	ENSG00000205189	ZBTB	ENSP00000368384.4;ENSP00000368384.4;ENSP00000484716.1;ENSP00000484716.1;ENSP00000387462.1;ENSP00000387462.1;ENSP00000416134.2;ENSP00000412036.3;	NA	Q96DT7	ZBT10_HUMAN
Homo_sapiens	ZNF568	ENSG00000198453	zf-C2H2	ENSP00000466901.1;ENSP00000334685.7;ENSP00000389794.1;ENSP00000482444.1;ENSP00000413396.2;ENSP00000481819.1;ENSP00000399643.1;ENSP00000394514.1;	374900	Q3ZCX4	ZN568_HUMAN
Homo_sapiens	ZNF304	ENSG00000131845	zf-C2H2	ENSP00000470319.1;ENSP00000401642.2;ENSP00000375586.3;ENSP00000282286.4;	57343	Q9HCX3	ZN304_HUMAN
Homo_sapiens	ZNF527	ENSG00000189164	zf-C2H2	ENSP00000390179.2;	84503	Q8NB42	ZN527_HUMAN
Homo_sapiens	FOXI2	ENSG00000186766	Fork_head	ENSP00000373572.4;	399823	Q6ZQN5	FOXI2_HUMAN
Homo_sapiens	AFF2	ENSG00000155966	AF-4	ENSP00000359489.2;ENSP00000359486.6;ENSP00000286437.5;ENSP00000345459.4;ENSP00000359487.1;	2334	P51816	AFF2_HUMAN
Homo_sapiens	ZNF761	ENSG00000160336	zf-C2H2	ENSP00000507666.1;ENSP00000480218.1;	388561	Q86XN6	ZN761_HUMAN
Homo_sapiens	ZNF747	ENSG00000169955	zf-C2H2	ENSP00000457274.1;ENSP00000509633.1;	65988	Q9BV97	ZN747_HUMAN
Homo_sapiens	MEIS3	ENSG00000105419	Homeobox	ENSP00000475941.1;ENSP00000453934.1;ENSP00000333552.4;ENSP00000452854.1;ENSP00000453307.1;ENSP00000454073.1;ENSP00000453757.2;ENSP00000388667.2;	56917	Q99687	MEIS3_HUMAN
Homo_sapiens	TFAP2E	ENSG00000116819	AP-2	ENSP00000362332.3;	339488	Q6VUC0	AP2E_HUMAN
Homo_sapiens	FEV	ENSG00000163497	ETS	ENSP00000295727.1;	54738	Q99581	FEV_HUMAN
Homo_sapiens	HOXC9	ENSG00000180806	Homeobox	ENSP00000423861.1;ENSP00000302836.4;	NA	P31274	HXC9_HUMAN
Homo_sapiens	ZNF22	ENSG00000165512	zf-C2H2	ENSP00000298299.3;	NA	P17026	ZNF22_HUMAN
Homo_sapiens	NR1D2	ENSG00000174738	THR-like	ENSP00000373283.3;ENSP00000310006.3;	9975	Q14995	NR1D2_HUMAN
Homo_sapiens	ZNF865	ENSG00000261221	zf-C2H2	ENSP00000457715.1;	100507290	P0CJ78	ZN865_HUMAN
Homo_sapiens	ZNF416	ENSG00000083817	zf-C2H2	ENSP00000196489.2;	55659	Q9BWM5	ZN416_HUMAN
Homo_sapiens	USF2	ENSG00000105698	bHLH	ENSP00000222305.2;ENSP00000469364.2;ENSP00000471099.1;ENSP00000368429.3;ENSP00000471775.1;ENSP00000470081.1;ENSP00000471511.1;ENSP00000340633.4;	7392	Q15853	USF2_HUMAN
Homo_sapiens	ALX4	ENSG00000052850	Homeobox	ENSP00000498217.1;	60529	Q9H161	ALX4_HUMAN
Homo_sapiens	NA	ENSG00000196826	zf-C2H2	ENSP00000404127.1;	NA	NA	NA
Homo_sapiens	CTCFL	ENSG00000124092	zf-C2H2	ENSP00000477488.1;ENSP00000476398.1;ENSP00000437999.1;ENSP00000403369.2;ENSP00000392034.3;ENSP00000243914.3;ENSP00000476718.1;ENSP00000415329.2;ENSP00000476577.1;ENSP00000477412.1;ENSP00000439998.1;ENSP00000399061.2;ENSP00000415579.2;ENSP00000476783.1;ENSP00000477165.1;ENSP00000413713.2;ENSP00000409344.2;ENSP00000360239.2;ENSP00000476458.1;	NA	Q8NI51	CTCFL_HUMAN
Homo_sapiens	LBX2	ENSG00000179528	Homeobox	ENSP00000417116.2;ENSP00000366789.4;	85474	Q6XYB7	LBX2_HUMAN
Homo_sapiens	ZIC5	ENSG00000139800	zf-C2H2	ENSP00000267294.4;	85416	Q96T25	ZIC5_HUMAN
Homo_sapiens	ZNF780A	ENSG00000197782	zf-C2H2	ENSP00000506741.1;ENSP00000469786.1;ENSP00000341507.5;ENSP00000387705.3;ENSP00000400997.1;ENSP00000472189.1;	284323	O75290	Z780A_HUMAN
Homo_sapiens	HOXA7	ENSG00000122592	Homeobox	ENSP00000242159.3;	NA	P31268	HXA7_HUMAN
Homo_sapiens	ZNF579	ENSG00000218891	zf-C2H2	ENSP00000320188.3;	163033	Q8NAF0	ZN579_HUMAN
Homo_sapiens	SMARCC2	ENSG00000139613	MYB	ENSP00000302919.4;ENSP00000267064.4;ENSP00000377591.3;ENSP00000449396.1;	6601	Q8TAQ2	SMRC2_HUMAN
Homo_sapiens	PBX3	ENSG00000167081	Homeobox	ENSP00000341990.5;ENSP00000387456.2;ENSP00000362586.4;ENSP00000362588.5;	5090	P40426	PBX3_HUMAN
Homo_sapiens	OTP	ENSG00000171540	Homeobox	ENSP00000302814.3;	23440	Q5XKR4	OTP_HUMAN
Homo_sapiens	TBXT	ENSG00000164458	T-box	ENSP00000355836.3;ENSP00000296946.2;ENSP00000355841.3;ENSP00000453512.1;	6862	O15178	TBXT_HUMAN
Homo_sapiens	ZNF671	ENSG00000083814	zf-C2H2	ENSP00000321848.5;	79891	Q8TAW3	ZN671_HUMAN
Homo_sapiens	ZNF705G	ENSG00000215372	zf-C2H2	ENSP00000383020.4;	100131980	A8MUZ8	Z705G_HUMAN
Homo_sapiens	YBX1	ENSG00000065978	CSD	ENSP00000389639.1;ENSP00000405937.1;ENSP00000361626.3;	4904	P67809	YBOX1_HUMAN
Homo_sapiens	ZNF512	ENSG00000243943	zf-C2H2	ENSP00000451572.2;ENSP00000369040.1;ENSP00000347648.3;ENSP00000407038.2;ENSP00000395660.2;	84450	Q96ME7	ZN512_HUMAN
Homo_sapiens	CBFB	ENSG00000067955	CBF	ENSP00000462932.1;ENSP00000498463.1;ENSP00000462273.1;ENSP00000456637.2;ENSP00000415151.2;ENSP00000290858.6;ENSP00000462148.2;	865	Q13951	PEBB_HUMAN
Homo_sapiens	LCORL	ENSG00000178177	HTH	ENSP00000501939.1;ENSP00000371661.5;ENSP00000371659.1;	254251	Q8N3X6	LCORL_HUMAN
Homo_sapiens	BATF2	ENSG00000168062	TF_bZIP	ENSP00000435640.1;ENSP00000301887.4;	116071	Q8N1L9	BATF2_HUMAN
Homo_sapiens	NA	ENSG00000284484	Homeobox	ENSP00000491197.1;	112268164	A0A1W2PPK0	CPHL2_HUMAN
Homo_sapiens	ZNF528	ENSG00000167555	zf-C2H2	ENSP00000353652.3;	84436	Q3MIS6	ZN528_HUMAN
Homo_sapiens	SMARCE1	ENSG00000073584	HMG	ENSP00000392958.2;ENSP00000462475.2;ENSP00000496311.1;ENSP00000496094.1;ENSP00000445370.1;ENSP00000411607.2;ENSP00000466608.2;ENSP00000462857.2;ENSP00000496546.1;ENSP00000494214.1;ENSP00000496445.1;ENSP00000496661.1;ENSP00000494537.1;ENSP00000464511.1;ENSP00000495021.1;ENSP00000496097.1;ENSP00000463216.2;ENSP00000463282.2;ENSP00000494771.1;ENSP00000493974.1;ENSP00000323967.6;ENSP00000495857.1;ENSP00000493649.1;ENSP00000367039.4;ENSP00000464061.2;	6605	Q969G3	SMCE1_HUMAN
Homo_sapiens	ZNF778	ENSG00000170100	zf-C2H2	ENSP00000305203.6;ENSP00000481538.1;ENSP00000405289.3;	197320	Q96MU6	ZN778_HUMAN
Homo_sapiens	ZFP30	ENSG00000120784	zf-C2H2	ENSP00000508019.1;ENSP00000422930.2;ENSP00000343581.1;	22835	Q9Y2G7	ZFP30_HUMAN
Homo_sapiens	VDR	ENSG00000111424	THR-like	ENSP00000450105.1;ENSP00000449561.1;ENSP00000449573.2;ENSP00000449074.1;ENSP00000378734.2;ENSP00000229022.5;ENSP00000448659.1;ENSP00000447173.1;	7421	P11473	VDR_HUMAN
Homo_sapiens	ZNF492	ENSG00000229676	zf-C2H2	ENSP00000413660.2;	57615	Q9P255	ZN492_HUMAN
Homo_sapiens	GRHL3	ENSG00000158055	CP2	ENSP00000508789.1;ENSP00000435130.2;ENSP00000509040.1;ENSP00000354943.5;ENSP00000288955.5;ENSP00000510783.1;ENSP00000509790.1;ENSP00000348333.2;ENSP00000431290.2;ENSP00000236255.4;	57822	Q8TE85	GRHL3_HUMAN
Homo_sapiens	ZNF618	ENSG00000157657	zf-C2H2	ENSP00000363239.4;ENSP00000483198.1;ENSP00000363241.5;ENSP00000288466.7;ENSP00000395400.1;	114991	Q5T7W0	ZN618_HUMAN
Homo_sapiens	ZNF720	ENSG00000197302	zf-C2H2	ENSP00000437310.2;	124411	Q7Z2F6	KRBX5_HUMAN
Homo_sapiens	BHLHA9	ENSG00000205899	bHLH	ENSP00000375248.1;	727857	Q7RTU4	BHA09_HUMAN
Homo_sapiens	TGIF2LY	ENSG00000176679	Homeobox	ENSP00000318502.4;ENSP00000453750.1;	90655	Q8IUE0	TF2LY_HUMAN
Homo_sapiens	ZNF507	ENSG00000168813	zf-C2H2	ENSP00000441549.1;ENSP00000348162.4;ENSP00000312277.2;	22847	Q8TCN5	ZN507_HUMAN
Homo_sapiens	SOHLH2	ENSG00000120669	bHLH	ENSP00000369210.3;	54937	Q9NX45	SOLH2_HUMAN
Homo_sapiens	TBX5	ENSG00000089225	T-box	ENSP00000433292.1;ENSP00000309913.4;ENSP00000384152.3;ENSP00000337723.5;	6910	Q99593	TBX5_HUMAN
Homo_sapiens	PPARD	ENSG00000112033	THR-like	ENSP00000310928.4;ENSP00000353916.3;ENSP00000414372.2;ENSP00000413314.2;ENSP00000337063.2;	5467	Q03181	PPARD_HUMAN
Homo_sapiens	IRX2	ENSG00000170561	Homeobox	ENSP00000372056.6;ENSP00000307006.5;	153572	Q9BZI1	IRX2_HUMAN
Homo_sapiens	CDIP1	ENSG00000089486	zf-LITAF-like	ENSP00000454994.1;ENSP00000466186.1;ENSP00000382508.2;ENSP00000455050.1;ENSP00000455462.1;ENSP00000457877.1;	29965	Q9H305	CDIP1_HUMAN
Homo_sapiens	ZKSCAN8	ENSG00000198315	zf-C2H2	ENSP00000332750.5;ENSP00000402948.2;	7745	Q15776	ZKSC8_HUMAN
Homo_sapiens	ZNF592	ENSG00000166716	zf-C2H2	ENSP00000452877.2;ENSP00000299927.3;	9640	Q92610	ZN592_HUMAN
Homo_sapiens	ZNF114	ENSG00000178150	zf-C2H2	ENSP00000318898.1;ENSP00000471727.1;ENSP00000469998.1;	163071	Q8NC26	ZN114_HUMAN
Homo_sapiens	TFAP2C	ENSG00000087510	AP-2	ENSP00000201031.2;	7022	Q92754	AP2C_HUMAN
Homo_sapiens	PRDM15	ENSG00000141956	zf-C2H2	ENSP00000408592.2;ENSP00000501856.1;ENSP00000381556.2;ENSP00000431410.1;ENSP00000269844.4;ENSP00000396943.2;ENSP00000387958.1;	63977	P57071	PRD15_HUMAN
Homo_sapiens	ZNF438	ENSG00000183621	zf-C2H2	ENSP00000364460.1;	220929	Q7Z4V0	ZN438_HUMAN
Homo_sapiens	ZNF580	ENSG00000213015	zf-C2H2	ENSP00000446126.1;ENSP00000443957.1;ENSP00000320050.4;	51157	Q9UK33	ZN580_HUMAN
Homo_sapiens	ARNTL2	ENSG00000029153	bHLH	ENSP00000445836.1;ENSP00000438545.1;ENSP00000266503.5;ENSP00000261178.5;ENSP00000400185.2;ENSP00000379238.2;ENSP00000312247.5;ENSP00000442438.1;	56938	Q8WYA1	BMAL2_HUMAN
Homo_sapiens	ZNF286A-TBC1D26	ENSG00000255104	zf-C2H2	ENSP00000458062.1;ENSP00000408168.2;ENSP00000508754.1;ENSP00000510294.1;	NA	NA	NA
Homo_sapiens	ZNF692	ENSG00000171163	zf-C2H2	ENSP00000355427.3;ENSP00000391200.1;ENSP00000305483.5;ENSP00000433522.1;ENSP00000431582.1;	55657	Q9BU19	ZN692_HUMAN
Homo_sapiens	HOXB7	ENSG00000260027	Homeobox	ENSP00000239165.7;	3217	P09629	HXB7_HUMAN
Homo_sapiens	ZNF253	ENSG00000256771	zf-C2H2	ENSP00000347868.4;ENSP00000468720.1;ENSP00000467235.1;	56242	O75346	ZN253_HUMAN
Homo_sapiens	NRF1	ENSG00000106459	Nrf1	ENSP00000376922.2;ENSP00000342351.5;ENSP00000376924.1;ENSP00000394877.1;ENSP00000223190.4;ENSP00000309826.2;	4899	Q16656	NRF1_HUMAN
Homo_sapiens	USF3	ENSG00000176542	bHLH	ENSP00000320794.4;ENSP00000420752.1;ENSP00000420721.1;	205717	Q68DE3	USF3_HUMAN
Homo_sapiens	HOXC10	ENSG00000180818	Homeobox	ENSP00000307321.4;	NA	Q9NYD6	HXC10_HUMAN
Homo_sapiens	NPAS1	ENSG00000130751	bHLH	ENSP00000405290.1;ENSP00000469142.1;	4861	Q99742	NPAS1_HUMAN
Homo_sapiens	CIC	ENSG00000079432	HMG	ENSP00000458663.2;ENSP00000505728.1;ENSP00000459719.1;ENSP00000160740.3;	23152	Q96RK0	CIC_HUMAN
Homo_sapiens	ZNF541	ENSG00000118156	zf-C2H2	ENSP00000375770.3;	84215	Q9H0D2	ZN541_HUMAN
Homo_sapiens	NR2F2	ENSG00000185551	RXR-like	ENSP00000401674.2;ENSP00000457112.1;ENSP00000389853.2;ENSP00000377726.2;ENSP00000377721.3;	7026	P24468	COT2_HUMAN
Homo_sapiens	ZNF473	ENSG00000142528	zf-C2H2	ENSP00000375697.1;ENSP00000388961.2;ENSP00000270617.3;ENSP00000472808.1;	25888	Q8WTR7	ZN473_HUMAN
Homo_sapiens	ZNF276	ENSG00000158805	zf-C2H2	ENSP00000289816.5;ENSP00000457210.1;ENSP00000415836.2;	92822	Q8N554	ZN276_HUMAN
Homo_sapiens	TCF12	ENSG00000140262	bHLH	ENSP00000267811.5;ENSP00000331057.6;ENSP00000453264.1;ENSP00000453737.1;ENSP00000453876.1;ENSP00000440017.1;ENSP00000444696.1;ENSP00000342459.3;ENSP00000454102.1;ENSP00000388940.2;	6938	Q99081	HTF4_HUMAN
Homo_sapiens	ZNF519	ENSG00000175322	zf-C2H2	ENSP00000464872.2;	162655	Q8TB69	ZN519_HUMAN
Homo_sapiens	ZNF211	ENSG00000121417	zf-C2H2	ENSP00000384436.2;ENSP00000375584.3;ENSP00000339562.3;ENSP00000299871.5;ENSP00000442601.2;ENSP00000240731.4;ENSP00000254182.7;	10520	Q13398	ZN211_HUMAN
Homo_sapiens	RBAK	ENSG00000146587	zf-C2H2	ENSP00000380120.1;ENSP00000275423.4;	57786	Q9NYW8	RBAK_HUMAN
Homo_sapiens	ZKSCAN4	ENSG00000187626	zf-C2H2	ENSP00000366509.2;	387032	Q969J2	ZKSC4_HUMAN
Homo_sapiens	ZNF667	ENSG00000198046	zf-C2H2	ENSP00000439402.1;ENSP00000292069.5;	63934	Q5HYK9	ZN667_HUMAN
Homo_sapiens	INSM1	ENSG00000173404	zf-C2H2	ENSP00000312631.1;	3642	Q01101	INSM1_HUMAN
Homo_sapiens	ZNF420	ENSG00000197050	zf-C2H2	ENSP00000338770.2;ENSP00000468736.1;ENSP00000306102.7;ENSP00000467772.1;ENSP00000468387.1;	147923	Q8TAQ5	ZN420_HUMAN
Homo_sapiens	SP140L	ENSG00000185404	SAND	ENSP00000379811.5;ENSP00000395195.1;ENSP00000243810.7;ENSP00000397911.2;	93349	Q9H930	SP14L_HUMAN
Homo_sapiens	ZBTB39	ENSG00000166860	ZBTB	ENSP00000300101.2;ENSP00000300101.2;	NA	O15060	ZBT39_HUMAN
Homo_sapiens	RHOXF1	ENSG00000101883	Homeobox	ENSP00000217999.1;	158800	Q8NHV9	RHXF1_HUMAN
Homo_sapiens	ZNF722P	ENSG00000241149	zf-C2H2	ENSP00000492202.1;	NA	A0A1W2PQL4	ZN722_HUMAN
Homo_sapiens	ZNF460	ENSG00000197714	zf-C2H2	ENSP00000353491.2;ENSP00000446167.1;	NA	Q14592	ZN460_HUMAN
Homo_sapiens	TULP3	ENSG00000078246	Tub	ENSP00000440364.1;ENSP00000441319.1;ENSP00000410051.2;ENSP00000380321.2;ENSP00000442631.1;	7289	O75386	TULP3_HUMAN
Homo_sapiens	NEUROG1	ENSG00000181965	bHLH	ENSP00000317580.4;	NA	Q92886	NGN1_HUMAN
Homo_sapiens	ZNF625	ENSG00000257591	zf-C2H2	ENSP00000394380.2;	90589	Q96I27	ZN625_HUMAN
Homo_sapiens	FOXN4	ENSG00000139445	Fork_head	ENSP00000347354.1;ENSP00000299162.5;ENSP00000474754.1;	121643	Q96NZ1	FOXN4_HUMAN
Homo_sapiens	ZHX2	ENSG00000178764	Homeobox	ENSP00000314709.4;	22882	Q9Y6X8	ZHX2_HUMAN
Homo_sapiens	ZNF385A	ENSG00000161642	zf-C2H2	ENSP00000377849.2;ENSP00000338927.5;ENSP00000446913.1;ENSP00000449161.1;	25946	Q96PM9	Z385A_HUMAN
Homo_sapiens	SOX30	ENSG00000039600	HMG	ENSP00000427984.1;ENSP00000309343.5;ENSP00000265007.6;	11063	O94993	SOX30_HUMAN
Homo_sapiens	AHRR	ENSG00000063438	bHLH	ENSP00000428893.1;ENSP00000323816.6;ENSP00000429944.1;ENSP00000507476.1;ENSP00000430842.1;ENSP00000498278.1;	57491	NA	NA
Homo_sapiens	FOXK2	ENSG00000141568	Fork_head	ENSP00000432663.2;ENSP00000433167.1;ENSP00000436108.2;ENSP00000335677.5;	3607	Q01167	FOXK2_HUMAN
Homo_sapiens	ZNF655	ENSG00000197343	zf-C2H2	ENSP00000377718.2;ENSP00000252713.4;ENSP00000393876.1;ENSP00000419135.1;	79027	Q8N720	ZN655_HUMAN
Homo_sapiens	ZNF148	ENSG00000163848	zf-C2H2	ENSP00000420335.1;ENSP00000353863.4;ENSP00000420448.1;ENSP00000419322.1;ENSP00000420102.1;	7707	Q9UQR1	ZN148_HUMAN
Homo_sapiens	ZNF81	ENSG00000197779	zf-C2H2	ENSP00000341151.7;ENSP00000366153.1;	347344	P51508	ZNF81_HUMAN
Homo_sapiens	THAP7	ENSG00000184436	THAP	ENSP00000382084.2;ENSP00000215742.4;	80764	Q9BT49	THAP7_HUMAN
Homo_sapiens	ZNF490	ENSG00000188033	zf-C2H2	ENSP00000311521.6;	NA	Q9ULM2	ZN490_HUMAN
Homo_sapiens	ARGFX	ENSG00000186103	Homeobox	ENSP00000335578.3;ENSP00000498601.1;	503582	A6NJG6	ARGFX_HUMAN
Homo_sapiens	ZNF337	ENSG00000130684	zf-C2H2	ENSP00000252979.5;ENSP00000365619.1;	26152	Q9Y3M9	ZN337_HUMAN
Homo_sapiens	FOXM1	ENSG00000111206	Fork_head	ENSP00000354492.3;ENSP00000442309.1;ENSP00000342307.2;ENSP00000486536.1;ENSP00000352901.4;	2305	Q08050	FOXM1_HUMAN
Homo_sapiens	ZNF275	ENSG00000063587	zf-C2H2	ENSP00000359269.2;ENSP00000496975.2;ENSP00000359271.2;	10838	Q9NSD4	ZN275_HUMAN
Homo_sapiens	HIVEP3	ENSG00000127124	zf-C2H2	ENSP00000494598.1;ENSP00000361665.1;ENSP00000361664.1;	59269	Q5T1R4	ZEP3_HUMAN
Homo_sapiens	NFXL1	ENSG00000170448	zf-NF-X1	ENSP00000422037.1;ENSP00000370949.3;ENSP00000333113.4;ENSP00000425812.1;	152518	Q6ZNB6	NFXL1_HUMAN
Homo_sapiens	PRDM13	ENSG00000112238	zf-C2H2	ENSP00000358217.5;	59336	Q9H4Q3	PRD13_HUMAN
Homo_sapiens	ZNF587	ENSG00000198466	zf-C2H2	ENSP00000393865.1;ENSP00000345479.4;	84914	Q96SQ5	ZN587_HUMAN
Homo_sapiens	ZNF285	ENSG00000267508	zf-C2H2	ENSP00000464788.1;ENSP00000483662.1;ENSP00000439431.2;	26974	Q96NJ3	ZN285_HUMAN
Homo_sapiens	DEAF1	ENSG00000177030	SAND	ENSP00000509089.1;ENSP00000371846.3;ENSP00000507198.1;ENSP00000510621.1;ENSP00000508859.1;ENSP00000431563.1;ENSP00000508801.1;ENSP00000510598.1;ENSP00000508459.1;	10522	O75398	DEAF1_HUMAN
Homo_sapiens	ATOH1	ENSG00000172238	bHLH	ENSP00000302216.4;	474	Q92858	ATOH1_HUMAN
Homo_sapiens	ZNF678	ENSG00000181450	zf-C2H2	ENSP00000440403.2;ENSP00000344828.4;ENSP00000394651.1;	339500	Q5SXM1	ZN678_HUMAN
Homo_sapiens	GATA5	ENSG00000130700	zf-GATA	ENSP00000252997.2;	140628	Q9BWX5	GATA5_HUMAN
